x,y,t,c,intensity
158.1511,70.8281,1,1,63.7409
67.5964,72.7998,1,1,45.2179
97.0790,73.1938,1,1,95.3936
192.3399,73.8613,1,1,41.7459
179.6172,73.9339,1,1,41.0145
137.4446,75.6572,1,1,48.2759
168.1110,75.7503,1,1,61.8280
102.4699,76.8407,1,1,58.7890
112.4144,78.6396,1,1,61.7312
196.3134,78.7904,1,1,61.4270
205.4246,76.9371,1,1,68.6454
54.0947,81.3768,1,1,14.1964
95.7872,78.6939,1,1,74.8997
154.4273,78.5878,1,1,50.3591
170.4915,79.3368,1,1,41.3886
275.2727,80.8810,1,1,21.2511
234.0307,80.4518,1,1,44.3730
66.4311,80.5305,1,1,20.2474
78.4317,80.3835,1,1,30.6607
119.3338,81.4501,1,1,56.7243
114.0492,84.3472,1,1,43.2191
196.3020,82.8977,1,1,54.3486
329.0464,83.6575,1,1,27.7558
236.5566,83.6003,1,1,49.3348
87.1516,84.1198,1,1,48.5998
180.7183,83.7571,1,1,34.3910
105.2932,87.2557,1,1,80.5181
228.1935,85.5072,1,1,58.9977
58.8151,89.4376,1,1,41.6345
77.8360,88.8125,1,1,37.7629
145.4886,87.6664,1,1,90.6366
158.0509,88.1551,1,1,109.6185
164.5690,88.4941,1,1,83.8658
190.5494,88.9095,1,1,41.7406
253.5710,87.9542,1,1,47.3790
34.5417,89.0502,1,1,31.0453
150.5620,88.6757,1,1,66.5584
93.1932,89.8172,1,1,59.4318
235.2240,90.4394,1,1,72.3714
17.9403,91.6111,1,1,29.1699
138.0445,91.1080,1,1,47.7761
167.4740,88.9502,1,1,45.9467
200.6362,89.9834,1,1,43.2383
210.4115,90.8209,1,1,74.8084
216.6414,89.1146,1,1,56.3874
244.2829,90.5436,1,1,64.9814
83.5347,93.8566,1,1,25.5256
22.2569,93.1324,1,1,46.4888
182.9492,93.7675,1,1,70.1302
193.8045,93.6066,1,1,51.2730
39.6931,94.7588,1,1,41.7011
139.8587,96.1146,1,1,47.5812
146.7279,96.2951,1,1,53.2304
63.8156,98.9367,1,1,49.7816
91.4704,98.7080,1,1,59.9774
253.9037,97.8631,1,1,47.6554
258.0890,97.2773,1,1,40.0880
96.9387,99.0759,1,1,68.3087
167.8797,98.3867,1,1,73.0124
200.1314,98.9713,1,1,69.6212
50.2023,101.0224,1,1,33.9904
134.0680,100.4913,1,1,85.4506
181.3894,98.6998,1,1,69.7260
267.5561,99.4038,1,1,44.4020
41.2875,101.4445,1,1,38.1927
151.1958,102.3138,1,1,48.2998
209.2797,100.4879,1,1,53.8403
240.4605,101.5449,1,1,35.3224
143.2176,102.6102,1,1,44.9108
161.6154,101.7529,1,1,44.7186
219.6148,101.0063,1,1,43.1996
103.3195,102.0365,1,1,48.1713
22.9140,103.3464,1,1,35.8538
132.3393,104.4392,1,1,87.1661
207.2862,103.7879,1,1,70.2143
115.5713,105.0038,1,1,157.7683
72.9677,107.4331,1,1,39.0708
191.7002,106.0933,1,1,72.0050
203.0202,106.2704,1,1,72.5938
240.0354,106.8099,1,1,62.1532
263.1997,107.7592,1,1,56.0502
36.6368,107.5264,1,1,36.3085
222.8490,108.1555,1,1,55.2101
248.9956,107.7282,1,1,60.2534
18.4543,108.5035,1,1,61.7177
150.6251,108.4701,1,1,63.7532
170.9451,109.4957,1,1,60.8187
130.5182,109.1915,1,1,84.4643
25.0161,112.4540,1,1,54.2094
71.3757,112.1639,1,1,51.4545
259.6916,111.6521,1,1,45.2025
276.9431,112.6127,1,1,33.5432
110.8281,112.7706,1,1,47.6266
190.3834,112.7015,1,1,38.7664
240.8211,113.1129,1,1,65.2792
62.3979,114.4292,1,1,78.7007
206.3477,113.8117,1,1,125.0672
227.2575,114.8754,1,1,86.4673
269.5992,113.2896,1,1,50.7159
418.0793,114.6155,1,1,21.0899
99.4258,115.6543,1,1,91.2218
138.3679,114.9469,1,1,57.6074
165.9787,114.6671,1,1,93.1690
48.2534,116.0609,1,1,45.9235
147.2365,116.2651,1,1,62.0436
152.4351,116.2187,1,1,89.7487
179.0308,115.7966,1,1,61.2988
258.0302,116.1518,1,1,66.5523
93.5125,115.6381,1,1,43.3215
108.3765,116.6814,1,1,59.3023
124.2411,116.5704,1,1,56.9198
197.6376,117.5390,1,1,72.7108
152.6070,118.5645,1,1,87.7663
222.1609,119.3270,1,1,91.6459
177.4847,119.8815,1,1,92.6715
228.4092,119.6258,1,1,60.5650
92.4557,120.9535,1,1,49.9021
101.8328,120.4718,1,1,126.8784
165.9249,120.8956,1,1,84.5137
206.0133,122.2773,1,1,73.1103
291.6644,120.9447,1,1,103.1001
322.2395,119.6033,1,1,25.5209
56.8133,120.5797,1,1,27.3266
87.1453,121.9609,1,1,47.0637
133.6143,122.1633,1,1,81.2325
138.1295,122.2681,1,1,77.7796
80.7628,123.2805,1,1,70.1301
171.0399,122.5018,1,1,106.1662
241.6473,122.8458,1,1,76.0952
144.9405,125.7450,1,1,56.4537
194.6469,124.2788,1,1,85.1482
64.0381,123.8904,1,1,36.8474
78.9943,125.0311,1,1,85.7723
175.4062,124.7809,1,1,82.1999
343.1686,126.2638,1,1,21.0160
106.0052,125.8991,1,1,56.6565
140.4423,125.3419,1,1,83.2271
153.9021,128.6236,1,1,44.6540
207.2608,127.9597,1,1,61.4355
1.5257,127.1610,1,1,42.8335
97.1783,127.0869,1,1,69.9996
112.2810,127.6013,1,1,53.2007
147.7629,126.8122,1,1,98.4331
169.4772,126.1491,1,1,74.5322
213.5758,127.1968,1,1,66.9553
228.7822,126.9110,1,1,55.0007
73.5246,128.3996,1,1,47.5004
92.5851,130.2146,1,1,44.3354
116.0022,128.3389,1,1,55.0069
254.2211,128.2324,1,1,95.9359
293.8279,127.4099,1,1,44.8615
123.0388,129.0212,1,1,83.7349
335.5954,128.7751,1,1,30.4987
163.2854,130.2168,1,1,118.6984
179.3871,130.9116,1,1,61.0835
210.2811,130.3282,1,1,95.0812
304.2251,132.0170,1,1,48.5154
42.2112,130.9848,1,1,46.0986
50.3984,131.7381,1,1,60.5751
112.8216,131.0482,1,1,55.6938
190.6183,131.7205,1,1,46.3559
197.5219,130.6471,1,1,113.0605
244.8728,131.2585,1,1,54.2440
78.7908,132.2545,1,1,64.8297
102.0865,133.0572,1,1,52.3034
174.2272,134.0318,1,1,36.4683
222.8843,132.0379,1,1,150.8206
157.1094,133.4046,1,1,73.5485
210.9102,132.9659,1,1,69.1262
232.6140,133.7692,1,1,97.8467
128.4885,134.3805,1,1,71.5855
151.1207,134.2894,1,1,51.8549
90.0459,135.6544,1,1,45.3948
119.0035,135.9386,1,1,90.5270
193.0974,135.7584,1,1,76.9875
278.2716,136.2736,1,1,55.7335
110.1902,137.5651,1,1,57.8862
221.5950,136.7057,1,1,137.1634
317.6120,136.9412,1,1,49.3410
63.5107,138.2246,1,1,50.9132
152.9746,138.1423,1,1,95.8527
329.2045,138.6112,1,1,43.0681
16.1257,138.5965,1,1,36.7177
78.4607,138.4426,1,1,36.3011
297.7619,139.6730,1,1,63.5265
71.3194,140.6676,1,1,43.7081
104.0011,139.4269,1,1,65.0976
349.6711,140.5286,1,1,36.2646
127.4250,140.4333,1,1,73.4090
139.7404,140.2275,1,1,134.7979
198.3811,139.7497,1,1,43.2496
214.2770,140.7654,1,1,75.5123
311.6251,141.1614,1,1,46.0678
87.5537,142.7487,1,1,47.2521
118.7841,141.7955,1,1,63.7600
144.4552,142.1012,1,1,75.9436
177.3195,142.9737,1,1,72.3848
185.4623,141.4177,1,1,63.9308
261.3790,141.6732,1,1,83.4037
268.6211,143.3785,1,1,51.5804
302.3180,142.5810,1,1,49.9217
95.3347,142.6979,1,1,33.1656
111.9545,145.2347,1,1,78.6864
162.4125,143.6127,1,1,74.0309
215.2612,144.5499,1,1,70.0972
275.8096,144.9487,1,1,49.5626
338.3060,144.7792,1,1,29.7593
78.7641,145.0422,1,1,48.3254
155.0222,145.0630,1,1,165.1066
226.8460,144.0698,1,1,50.0978
105.7482,148.9909,1,1,42.3833
124.4384,145.9609,1,1,59.1977
185.2613,148.8180,1,1,45.0437
292.2358,148.1583,1,1,49.9238
342.3189,147.2716,1,1,34.2752
360.0600,146.4949,1,1,30.6275
147.0414,144.4619,1,1,70.3674
165.9112,147.6825,1,1,83.2988
180.5774,147.3558,1,1,79.1460
299.5180,148.6148,1,1,45.0552
325.6605,147.1770,1,1,48.7018
42.5867,149.3081,1,1,37.8593
115.8300,149.2693,1,1,64.7501
176.2035,149.0942,1,1,57.3208
288.1589,150.1686,1,1,49.9411
213.8000,149.9449,1,1,65.9619
238.9631,151.2749,1,1,50.2124
138.7347,150.4853,1,1,70.6963
153.3662,150.5745,1,1,78.4539
233.2992,151.7365,1,1,55.7534
79.5818,151.6764,1,1,50.3416
96.5479,151.4821,1,1,42.3874
103.2451,152.5119,1,1,45.0118
278.0490,150.7025,1,1,45.1307
124.2020,152.2445,1,1,67.4546
131.4083,151.9464,1,1,55.0139
172.3186,152.7073,1,1,54.2308
191.7655,154.3183,1,1,39.1794
227.7198,152.2942,1,1,77.8561
317.3215,152.9438,1,1,57.2031
31.8379,153.9803,1,1,37.1647
267.6949,153.8098,1,1,43.6639
58.5714,154.9500,1,1,44.1423
67.1534,155.0224,1,1,53.6852
84.5853,154.7006,1,1,112.4324
252.4563,154.1671,1,1,57.7861
282.4318,154.7124,1,1,46.9792
302.8675,154.8986,1,1,60.3415
113.6798,157.2682,1,1,48.0780
136.2110,155.3805,1,1,57.2560
72.8338,155.5181,1,1,46.7086
308.6709,156.8057,1,1,69.0630
328.9869,155.7806,1,1,40.5121
296.6081,158.5465,1,1,90.1270
43.0927,159.6012,1,1,32.2529
96.7784,158.7332,1,1,92.2506
151.1103,159.7462,1,1,63.3300
185.6039,159.5115,1,1,64.7137
191.0764,159.0404,1,1,65.0100
241.2338,158.8982,1,1,42.2889
105.6320,160.2046,1,1,64.0033
135.8190,160.5381,1,1,58.3133
288.0647,159.4936,1,1,57.6393
85.4165,160.8910,1,1,37.9081
118.7726,161.1854,1,1,93.3597
154.9365,161.0001,1,1,103.9834
210.1931,160.6943,1,1,66.9861
21.4576,162.2235,1,1,47.6347
223.4574,162.5240,1,1,45.5461
255.0899,162.2542,1,1,49.0851
292.4884,162.5579,1,1,61.3038
324.4859,161.7133,1,1,54.8744
47.2953,163.4006,1,1,55.6341
66.0373,163.5085,1,1,41.7725
351.9034,162.8945,1,1,38.5395
367.5951,162.3455,1,1,30.4655
105.0210,164.5121,1,1,66.6995
174.1826,165.4692,1,1,57.1486
204.9003,162.7928,1,1,56.6018
91.7404,164.3812,1,1,45.9361
126.5799,165.2132,1,1,67.3599
159.1126,165.3060,1,1,109.2105
295.3430,165.3669,1,1,63.4227
328.4511,164.3919,1,1,64.5832
362.0148,164.8062,1,1,40.9737
145.5312,166.2658,1,1,127.4962
152.0007,167.3207,1,1,52.1126
306.0334,164.7735,1,1,77.3416
110.6414,166.7183,1,1,69.5930
380.3944,166.5574,1,1,30.7392
93.8838,168.9646,1,1,45.5882
167.2200,169.6961,1,1,72.9187
181.4391,167.7549,1,1,72.6674
196.2773,167.9030,1,1,105.3905
14.9515,169.0514,1,1,26.3525
315.9727,169.2387,1,1,73.0318
353.0240,169.2882,1,1,68.4548
175.5968,171.0719,1,1,69.9898
188.8941,170.3808,1,1,96.2578
84.8381,170.8782,1,1,53.3573
302.8255,171.5004,1,1,84.6874
317.5655,170.6690,1,1,62.2984
138.9508,170.7997,1,1,47.7970
155.4691,171.7911,1,1,70.7400
63.6685,172.6046,1,1,95.8299
89.3358,172.6784,1,1,52.5521
106.8972,173.2999,1,1,112.5310
235.0770,171.4101,1,1,36.5371
129.3938,173.5611,1,1,77.8660
162.2409,174.4575,1,1,97.3844
166.5113,175.2068,1,1,90.7368
241.8266,173.0575,1,1,42.1032
334.1217,174.5280,1,1,63.0128
330.1000,174.6960,1,1,68.4060
149.2464,176.2734,1,1,79.4723
183.6963,176.4356,1,1,119.2994
309.5665,177.2818,1,1,65.7487
100.6267,177.4501,1,1,140.0121
76.8720,178.9900,1,1,57.4851
333.7456,178.2183,1,1,75.2374
122.0397,179.2108,1,1,89.5670
323.0931,179.2840,1,1,69.3894
359.4918,178.6561,1,1,57.2280
30.1396,180.7431,1,1,49.3320
137.3958,179.8897,1,1,87.6759
147.9444,182.0153,1,1,101.7748
159.9675,181.0566,1,1,123.4051
168.5317,181.3656,1,1,86.8268
313.6233,180.8379,1,1,85.9169
142.2589,182.4940,1,1,106.4517
117.4954,183.8658,1,1,84.7617
346.7896,184.1588,1,1,62.0217
178.9287,183.9161,1,1,63.6804
343.6096,184.6322,1,1,66.5823
417.3109,184.6465,1,1,34.5283
58.8840,185.3534,1,1,42.7244
65.6462,184.2202,1,1,45.7518
150.1732,184.3813,1,1,107.6599
351.4513,184.3570,1,1,67.9171
110.3996,185.8048,1,1,126.0394
325.6753,186.3792,1,1,76.8101
79.5943,186.8355,1,1,42.1735
132.8843,186.7391,1,1,87.0733
173.0434,185.9818,1,1,113.7182
236.4165,186.5582,1,1,28.7947
307.8940,187.3913,1,1,60.5938
336.1826,187.1109,1,1,67.7586
373.0550,188.8620,1,1,36.7799
207.0673,188.6003,1,1,54.1727
15.3640,190.0994,1,1,31.7284
57.5146,189.1211,1,1,50.9910
96.2154,189.3900,1,1,81.2535
106.2395,189.8970,1,1,101.2636
118.7989,189.7066,1,1,74.9903
145.9436,190.7403,1,1,70.8414
389.5992,188.5160,1,1,38.5722
424.8611,190.3706,1,1,36.4981
313.1666,190.5862,1,1,73.8743
330.9180,191.5065,1,1,79.0984
85.3631,192.0512,1,1,57.5773
124.9951,192.2949,1,1,101.7998
183.0103,191.7363,1,1,60.3321
242.1623,192.2349,1,1,23.4892
135.7534,193.8151,1,1,78.4545
320.3964,193.6787,1,1,72.4018
59.7281,194.4082,1,1,68.6936
115.3154,196.0766,1,1,67.9045
159.8271,194.3008,1,1,112.9596
166.9635,194.0457,1,1,87.6144
142.4694,195.5275,1,1,78.1708
334.7664,195.4991,1,1,78.7998
100.6102,194.5826,1,1,59.8554
197.8784,194.8978,1,1,44.4705
98.7801,195.9904,1,1,63.3156
149.8263,198.0128,1,1,84.7952
318.1377,197.2134,1,1,86.2755
326.7446,197.5390,1,1,61.3302
87.7084,198.8945,1,1,58.0635
138.3664,198.5673,1,1,89.2690
125.7549,198.4990,1,1,102.2971
147.5448,200.7027,1,1,66.4766
161.3272,199.1263,1,1,92.2329
335.2838,200.9371,1,1,78.9707
81.4002,201.8658,1,1,36.9516
394.3440,202.5511,1,1,39.3131
101.7988,202.3221,1,1,85.3239
133.5485,202.8668,1,1,118.1098
341.9508,203.4716,1,1,63.6337
362.7887,202.6014,1,1,43.0414
422.3880,200.9985,1,1,14.1072
49.8378,203.8602,1,1,41.9748
116.4775,203.4364,1,1,105.6975
152.5207,202.6657,1,1,92.4832
322.3672,202.0093,1,1,64.9264
86.7568,206.4268,1,1,63.8558
231.2407,206.2877,1,1,31.9070
315.1902,204.6097,1,1,67.0399
390.6538,203.8401,1,1,45.3861
65.0956,207.0164,1,1,93.6636
336.8910,205.2307,1,1,59.2712
400.8524,207.9927,1,1,40.5183
73.8765,207.8193,1,1,53.4433
155.7034,208.4154,1,1,71.3725
350.8563,209.0887,1,1,60.6882
385.0501,206.1661,1,1,32.0051
419.0202,205.9745,1,1,34.6518
92.9309,209.2780,1,1,56.7183
24.3823,211.9041,1,1,17.6525
56.7769,210.0847,1,1,49.0889
105.9859,211.5727,1,1,74.1146
323.1593,210.4330,1,1,68.5057
361.0761,207.9473,1,1,39.2851
397.1374,211.0747,1,1,33.0720
88.8892,210.1521,1,1,67.9773
110.1358,212.1111,1,1,54.9176
130.5585,211.1200,1,1,79.6814
142.2568,211.2260,1,1,76.0973
189.9400,209.5511,1,1,38.3951
206.7062,211.6004,1,1,35.1984
149.2535,212.3995,1,1,80.1610
162.5164,210.7815,1,1,72.5263
194.2337,211.9900,1,1,44.3548
353.8897,211.5924,1,1,66.9395
102.6752,212.9537,1,1,119.8194
127.0883,211.1591,1,1,79.3554
132.6240,212.7172,1,1,94.1224
333.6272,212.7074,1,1,80.3082
389.9700,211.2531,1,1,43.4025
239.9129,212.9044,1,1,51.0496
61.0913,215.0874,1,1,103.8001
317.5937,214.5541,1,1,79.8699
330.6440,213.9873,1,1,85.3677
383.0605,215.6807,1,1,45.0513
114.7857,214.8351,1,1,78.4489
344.0300,218.1225,1,1,41.8307
130.0266,216.7799,1,1,90.5430
202.0214,216.2561,1,1,71.5868
230.8673,217.8326,1,1,36.2613
118.2480,219.2408,1,1,111.6136
313.8521,218.5280,1,1,66.4595
73.4744,217.8162,1,1,42.1179
81.4378,219.3365,1,1,77.9120
92.6828,219.3603,1,1,77.9409
339.4609,217.9230,1,1,63.2013
53.4290,220.4371,1,1,46.9168
95.6790,220.0675,1,1,83.3942
178.5210,219.2155,1,1,49.2128
34.6022,219.1727,1,1,38.5200
43.3121,221.2791,1,1,48.0411
103.9767,221.3898,1,1,108.4217
152.2775,221.4074,1,1,78.8405
128.7162,222.3831,1,1,79.3991
321.7646,221.2997,1,1,85.4864
363.4199,220.9668,1,1,36.8544
119.9449,222.3665,1,1,96.8111
266.4948,223.4366,1,1,51.9955
86.9558,223.9535,1,1,92.4331
310.1725,224.1244,1,1,59.5017
338.3458,224.2449,1,1,66.9682
380.6883,224.3629,1,1,35.7537
142.8196,225.7548,1,1,124.0886
353.1750,224.5169,1,1,46.4462
399.8478,225.4118,1,1,30.8390
78.7188,227.2998,1,1,45.8972
97.3251,226.9918,1,1,85.0100
348.6211,226.6061,1,1,51.6659
226.9702,228.0606,1,1,30.5679
391.1564,226.4541,1,1,23.8355
86.0782,229.3742,1,1,77.0187
133.8432,229.8226,1,1,78.9222
147.8689,228.6997,1,1,121.1868
188.5527,227.7726,1,1,73.1272
200.4748,227.8991,1,1,47.8951
61.8955,230.7085,1,1,41.4928
144.4076,229.6607,1,1,111.0197
337.4671,229.9912,1,1,46.2974
32.7548,232.0875,1,1,32.2984
95.3419,231.5087,1,1,67.0730
105.6069,231.2712,1,1,125.1489
130.7043,230.8354,1,1,81.7814
331.6184,232.3398,1,1,58.0315
114.3596,233.1602,1,1,97.1590
77.1156,233.4341,1,1,75.5835
163.2585,234.1518,1,1,53.1163
177.0498,234.9604,1,1,43.9768
84.2893,234.9019,1,1,80.9941
318.3162,234.9337,1,1,61.2541
59.7000,235.7925,1,1,85.3197
199.5826,235.2600,1,1,50.8648
68.2201,236.8474,1,1,65.6534
115.2777,236.7421,1,1,87.9577
143.2314,238.0637,1,1,103.5886
193.5362,235.8306,1,1,39.3850
307.9665,237.2245,1,1,90.7798
315.5948,235.8300,1,1,55.3281
85.0031,237.8189,1,1,94.5068
107.6034,235.7666,1,1,67.2809
189.2695,237.1971,1,1,40.0531
95.4785,238.4287,1,1,61.9703
130.8039,239.0439,1,1,95.9650
137.2582,238.8126,1,1,73.6573
216.8234,239.4741,1,1,50.0593
90.3762,241.6722,1,1,74.0582
150.3175,241.1997,1,1,61.5797
176.2049,238.5264,1,1,37.6303
259.1976,241.1617,1,1,163.7646
124.5491,241.5097,1,1,93.2277
209.3038,240.8864,1,1,38.6921
233.9322,240.3369,1,1,36.0969
109.8211,243.5114,1,1,82.5424
184.2515,241.8166,1,1,44.0421
39.4548,243.6196,1,1,42.4773
143.1800,244.3807,1,1,81.7232
309.5375,243.8688,1,1,47.5101
72.0123,244.7790,1,1,69.5729
92.7413,246.1832,1,1,82.0056
303.1857,245.0657,1,1,56.9858
20.4119,248.3745,1,1,32.1247
150.9940,248.0588,1,1,100.0034
301.1482,246.9519,1,1,50.2874
100.2605,248.8592,1,1,134.4445
83.4150,251.9566,1,1,65.8120
144.5526,250.2153,1,1,106.3858
130.0623,251.3275,1,1,123.2381
239.1403,251.3489,1,1,56.0316
120.3994,253.9546,1,1,107.9483
378.2989,253.2398,1,1,23.6539
386.0214,251.9144,1,1,42.6047
400.9702,253.7747,1,1,24.9014
132.7430,253.5491,1,1,142.2626
227.9282,253.3933,1,1,46.2759
82.1663,256.2416,1,1,53.2742
57.9339,255.5976,1,1,149.9129
105.8979,255.3257,1,1,93.4280
282.2163,254.6696,1,1,47.1052
46.4011,257.8557,1,1,51.1961
144.1611,256.9214,1,1,133.1563
225.5182,256.4707,1,1,47.5164
396.0150,256.6780,1,1,30.6503
98.1151,258.2903,1,1,124.5881
369.6406,258.8170,1,1,27.8020
72.5122,261.3532,1,1,55.9579
351.2052,258.8308,1,1,24.0215
354.9936,260.4233,1,1,28.3739
42.6271,263.0903,1,1,47.6158
60.6939,263.5871,1,1,85.2529
71.0437,263.9243,1,1,64.8000
116.0192,262.9087,1,1,74.9236
142.0874,263.1648,1,1,98.2539
364.9564,262.2251,1,1,12.6459
395.3213,262.1843,1,1,27.4662
403.0063,262.8313,1,1,27.6410
109.1726,263.8786,1,1,117.5566
126.0149,265.3989,1,1,56.7369
35.6856,264.6388,1,1,44.8857
207.7492,264.7025,1,1,61.4133
380.7298,264.6673,1,1,43.1846
103.8497,264.6262,1,1,70.7971
243.9657,267.5386,1,1,42.1105
246.9882,265.5176,1,1,44.2649
410.8035,267.0918,1,1,38.4293
55.8432,269.0239,1,1,61.3151
65.3092,266.8206,1,1,53.3094
347.7144,268.2873,1,1,31.0088
39.8706,268.0770,1,1,44.2317
206.4153,268.5157,1,1,43.1485
366.5405,269.0149,1,1,30.4889
71.3288,269.5697,1,1,56.1046
125.3589,271.4052,1,1,64.8148
140.4192,269.1019,1,1,109.0715
234.7899,271.3497,1,1,37.2590
392.4238,269.8782,1,1,37.4145
81.0750,271.0652,1,1,86.6619
119.1207,272.9639,1,1,68.7658
29.7704,274.4094,1,1,42.4503
56.8155,273.2838,1,1,58.4856
134.1189,272.8396,1,1,77.8123
21.0103,274.0549,1,1,31.1671
148.1362,272.2813,1,1,56.4533
374.4501,273.9670,1,1,33.6833
419.5351,274.3872,1,1,29.2424
95.6069,275.1327,1,1,155.3531
353.1840,274.7147,1,1,41.6290
115.1737,275.4273,1,1,78.2757
402.2252,276.2101,1,1,60.6868
408.4965,275.6226,1,1,32.7169
76.4712,276.6825,1,1,60.8587
106.7771,277.0350,1,1,77.1184
150.7739,277.9371,1,1,60.5947
230.5400,277.1731,1,1,50.7197
397.6862,279.2887,1,1,41.2549
31.1599,280.4996,1,1,54.9279
97.1358,279.3781,1,1,71.6248
121.7314,279.4580,1,1,57.4195
261.3463,280.2680,1,1,30.4912
345.8679,281.8266,1,1,31.6438
365.4807,280.6356,1,1,21.8108
30.1462,282.4012,1,1,42.5824
51.6054,282.0591,1,1,47.5926
135.2256,282.1252,1,1,138.1701
226.6513,282.7137,1,1,32.2884
4.3524,283.3981,1,1,48.3216
69.8894,282.6421,1,1,49.7945
282.1845,284.1216,1,1,49.1043
293.0621,284.5614,1,1,35.5566
111.5947,286.8737,1,1,58.6243
155.6272,285.5284,1,1,65.3522
395.8982,287.2035,1,1,30.0970
148.5891,285.8992,1,1,62.7479
19.3743,287.3190,1,1,39.5892
159.2281,288.4740,1,1,53.1326
87.5193,288.8760,1,1,55.5115
323.8769,287.9980,1,1,20.6296
414.2335,289.7694,1,1,27.1082
132.7041,289.0224,1,1,74.3132
402.7673,290.2874,1,1,40.9263
77.0915,290.9173,1,1,50.9915
295.2869,292.5931,1,1,24.7419
145.8872,292.3002,1,1,81.5582
118.2777,291.2313,1,1,61.6624
46.1652,294.6112,1,1,33.4635
378.7484,294.6036,1,1,44.8404
392.6920,294.4929,1,1,116.6239
164.7976,296.8284,1,1,66.9234
169.8194,295.0552,1,1,65.5052
382.9591,294.7516,1,1,54.8163
75.2680,296.7400,1,1,42.7173
124.7478,294.7436,1,1,63.9642
352.2246,296.2084,1,1,19.4803
358.6323,295.7305,1,1,55.3121
361.3017,294.2036,1,1,23.8205
405.3297,296.7505,1,1,52.8847
58.9421,296.0627,1,1,35.4639
304.5919,296.0275,1,1,19.3111
338.4627,297.8527,1,1,36.0893
364.8074,297.4779,1,1,38.9452
119.6569,297.2208,1,1,63.3465
142.5750,299.1330,1,1,52.6512
322.7685,298.5916,1,1,21.3864
417.8202,297.2642,1,1,31.8610
4.0527,300.0162,1,1,26.7160
100.9861,299.5153,1,1,46.0707
177.5168,299.3021,1,1,55.9638
334.4876,299.1828,1,1,51.3082
159.9932,299.3242,1,1,57.3181
371.5956,300.1623,1,1,36.3643
110.6611,300.6742,1,1,52.1101
175.0842,300.4049,1,1,51.9664
404.2716,300.1884,1,1,70.7074
7.1091,300.9231,1,1,38.8646
310.6543,302.6103,1,1,29.1899
344.9687,301.9995,1,1,58.8986
61.8684,302.9400,1,1,34.5432
118.9374,302.5787,1,1,48.6815
147.6392,304.1291,1,1,58.3658
153.8365,304.1886,1,1,50.2358
178.7779,303.9138,1,1,42.2845
186.0376,304.6572,1,1,106.0341
